,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,own_goals,opta_index,fiks_id
169,100.0,100.0,67180,0,0,0,0,1,2,2.0,1.3,0,Dan Peter,1.3,170,False,,2024-08-03T09:15:13.053148Z,45,67180.jpg,2.6,Ulvestad,2.2,False,,a,7,2718,58,1346,0,1312,0,0.3,12.9,Ulvestad,,1864,1,0,5,33,0,0,2,0,0,4,0,0.000000,3427530.0
170,0.0,0.0,297804,0,0,-2,2,0,2,0.0,0.0,0,Max,0.0,171,False,Kne - Ute resten av sesongen,2024-04-25T13:42:58.205792Z,43,297804.jpg,2.2,Williamsen,0.1,False,,i,7,2718,9,18,0,120,0,0.0,2.1,Williamsen,,360,0,0,1,5,0,0,1,0,0,0,0,0.000000,2950518.0
171,0.0,0.0,151910,0,0,-2,2,0,1,0.0,0.0,0,Serigne,0.0,172,False,Utlånt til Sandnes Ulf,2024-07-25T10:31:52.072402Z,43,151910.jpg,0.0,Mbaye,0.3,False,,u,7,2718,0,9,0,92,0,0.0,0.0,Mbaye,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3154693.0
172,,,282576,0,0,-1,1,0,1,0.0,0.0,0,Adrian,0.0,173,False,,,39,282576.jpg,0.0,Sæther,1.8,False,,a,7,2718,0,263,0,704,0,0.0,0.0,Sæther,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3812252.0
173,100.0,100.0,255781,0,0,-2,2,1,3,2.0,2.0,2,Ruben,2.0,174,False,,2024-05-10T22:41:45.874478Z,53,255781.jpg,3.4,Alte,1.5,False,,a,7,2718,101,1549,0,1111,0,0.4,19.1,Alte,,2561,4,4,7,41,0,0,3,0,0,7,0,0.000000,3707964.0
174,100.0,100.0,350829,0,0,0,0,0,3,0.0,0.0,0,Andreas,0.0,175,False,,2024-03-26T21:18:06.518007Z,45,350829.jpg,0.0,Bakeng-Rogne,0.0,False,,a,7,2718,0,4,0,11,0,0.0,0.0,Bakeng-Rogne,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3395698.0
175,0.0,0.0,297807,0,0,-2,2,2,3,0.0,0.0,0,Heine,0.0,176,False,Solgt til Orlando City,2024-08-23T10:42:59.846469Z,53,297807.jpg,2.9,Bruseth,2.0,False,,u,7,2718,43,1641,0,1607,0,0.0,8.1,Bruseth,,917,2,1,1,13,0,0,1,0,0,5,0,0.000000,3673773.0
176,,,687093,0,0,-1,1,0,3,0.3,0.3,1,Wilfred George,0.3,177,False,,,44,687093.jpg,1.0,Igor,0.1,False,,a,7,2718,19,10,0,17,0,0.1,4.3,Igor,,397,0,0,0,8,0,0,3,0,0,0,0,0.000000,4039326.0
177,100.0,100.0,32242,0,0,-1,1,0,3,0.7,0.7,1,Andreas,0.7,178,False,,2024-03-19T09:08:05.076425Z,44,32242.jpg,1.3,Hopmark,0.0,False,,a,7,2718,24,12,0,13,0,0.2,5.5,Hopmark,,497,0,0,2,8,0,0,1,0,0,1,0,0.000000,3447496.0
178,100.0,100.0,134267,0,0,-1,1,0,3,4.0,4.3,1,Jesper,4.3,179,False,,2024-10-27T19:58:39.882087Z,49,134267.jpg,2.9,Isaksen,0.1,False,,a,7,2718,85,145,0,113,0,0.9,17.3,Isaksen,,2297,4,2,5,37,0,0,5,0,0,4,0,0.000000,3541874.0
179,0.0,0.0,187964,0,0,-3,3,0,3,0.0,0.0,0,Sebastian,0.0,180,False,Overgang til Vålerenga,2024-07-19T09:26:32.695271Z,42,187964.jpg,2.3,Jarl,0.7,False,,u,7,2718,35,758,0,1083,0,0.0,8.3,Jarl,,1350,1,0,1,24,0,0,3,0,0,2,0,0.000000,3702715.0
180,100.0,100.0,188382,0,0,-1,1,0,1,1.7,1.7,2,Mads Hedenstad,1.7,181,False,,2024-08-08T21:17:39.452275Z,44,188382.jpg,2.3,Christiansen,6.5,False,,a,8,12,52,620,0,3616,0,0.4,11.8,Christiansen,,2070,0,0,3,45,0,0,1,0,58,3,1,0.000000,3754226.0
181,0.0,0.0,154757,0,0,-2,2,0,2,0.0,0.0,0,Lars,0.0,182,False,Kne - Ute hele sesongen,2024-03-22T21:26:01.342363Z,48,154757.jpg,0.0,Ranger,0.1,False,,i,8,12,0,0,0,43,0,0.0,0.0,Ranger,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3650676.0
182,100.0,100.0,105625,0,0,-3,3,1,2,0.0,0.0,0,Espen,0.0,183,False,,2024-08-11T21:56:14.302543Z,42,105625.jpg,2.3,Garnas,7.2,False,,a,8,12,51,2039,0,4961,0,0.0,12.1,Garnås,,1766,3,2,1,48,0,0,5,0,0,5,0,0.000000,2536791.0
183,0.0,0.0,268043,0,0,0,0,0,2,0.0,0.0,0,Eskil,0.0,184,False,Solgt til AIK,2024-03-18T08:45:58.051413Z,45,268043.jpg,0.0,Edh,0.1,False,,u,8,12,0,0,0,20,0,0.0,0.0,Edh,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3019797.0
184,100.0,100.0,125613,0,0,-2,2,0,2,1.3,0.3,-1,Martin Ove,0.3,185,False,,2024-11-21T12:25:31.269494Z,43,125613.jpg,1.9,Roseth,1.4,False,,a,8,12,28,224,0,2410,0,0.1,6.5,Roseth,,1281,0,0,3,28,0,0,1,1,0,0,0,0.000000,3636903.0
185,,,25152,0,0,-5,5,0,3,0.7,1.0,2,Gjermund,1.0,186,False,,,70,25152.jpg,2.7,Åsen,11.2,False,,a,8,12,75,3187,0,7126,0,0.1,10.7,Åsen,,2035,1,4,2,48,0,0,0,0,0,6,0,0.000000,2222018.0
186,100.0,100.0,29716,0,0,0,0,2,2,1.3,0.7,0,Ruben,0.7,187,False,,2024-08-25T20:20:16.004555Z,45,29716.jpg,2.4,Gabrielsen,5.7,False,,a,8,12,71,2568,0,2762,0,0.2,15.8,Gabrielsen,,2602,3,1,3,61,0,0,5,0,0,7,0,0.000000,3723048.0
187,100.0,100.0,268055,0,0,0,0,0,1,0.0,0.0,0,Jørgen,0.0,188,False,,2024-04-04T07:27:04.668130Z,40,268055.jpg,0.0,Sveinhaug,0.2,False,,a,8,12,0,4,0,94,0,0.0,0.0,Sveinhaug,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3681430.0
188,100.0,100.0,267842,0,0,-4,4,0,3,2.7,2.7,1,Henrik,2.7,189,False,,2024-05-12T21:56:43.652247Z,61,267842.jpg,2.3,Skogvold,2.6,False,,a,3,40,57,276,0,4369,0,0.4,9.3,Skogvold,,1135,2,1,6,20,0,0,0,0,0,3,0,0.000000,3216929.0
189,,,267765,0,0,-3,3,0,2,0.0,0.0,0,Dylan,0.0,190,False,,,37,267765.jpg,0.0,Murugesapillai,0.4,False,,a,8,12,0,172,0,105,0,0.0,0.0,Murugesapillai,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3332224.0
190,0.0,0.0,118667,0,0,-3,3,0,2,0.0,0.0,0,Kristoffer,0.0,191,False,Smell - Ute resten av sesongen,2024-08-19T09:22:52.538708Z,47,118667.jpg,2.0,Tønnessen,1.1,False,,i,8,12,30,80,0,397,0,0.0,6.4,Tønnessen,,963,0,1,1,15,0,0,1,0,0,0,0,0.000000,3809858.0
191,0.0,0.0,588616,0,0,-2,2,0,2,0.0,0.0,0,Uba,0.0,192,False,Smell -  Ute resten av sesongen,2024-11-21T12:32:13.928993Z,43,588616.jpg,2.1,Charles,0.9,False,,i,8,12,39,1078,0,1148,0,0.0,9.1,Charles,,1323,0,3,2,29,0,0,4,0,0,2,0,0.000000,3998915.0
192,0.0,0.0,94803,0,0,-4,4,0,3,0.0,0.0,0,Ylldren,0.0,193,False,Smell -  Ute resten av sesongen,2024-11-29T23:23:57.324316Z,61,94803.jpg,2.0,Ibrahimaj,1.1,False,,i,8,12,49,321,0,710,0,0.0,8.0,Ibrahimaj,,1977,1,0,2,45,0,0,4,0,0,0,0,0.000000,3082383.0
193,100.0,100.0,34168,0,0,0,0,2,4,2.0,3.3,6,Thomas,3.3,194,False,,2024-07-13T17:36:14.607714Z,100,34168.jpg,3.8,Lehne Olsen,26.2,False,,a,8,12,107,28791,0,27493,0,0.3,10.7,Lehne Olsen,,2281,9,2,5,48,0,0,1,0,0,12,0,0.000000,3604064.0
194,50.0,50.0,509879,0,0,0,0,0,3,0.0,0.0,0,Elias,0.0,195,False,Fot - 50 % sjanse for å spille,2024-03-22T21:26:01.429191Z,50,509879.jpg,0.0,Solberg,0.0,False,,d,8,12,0,2,0,3,0,0.0,0.0,Solberg,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,2868886.0
195,0.0,0.0,475799,0,0,-3,3,0,3,0.0,0.0,0,Daniel,0.0,196,False,Solgt til Ajax,2024-07-11T11:22:15.130469Z,57,475799.jpg,0.0,Skaarud,0.1,False,,u,8,12,0,2,0,21,0,0.0,0.0,Skaarud,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3959130.0
196,0.0,0.0,190394,0,0,-3,3,0,2,0.0,0.0,0,Sam,0.0,197,False,På utlån til Aalesund,2024-08-13T08:12:00.960769Z,42,190394.jpg,1.3,Jarard Rogers,0.5,False,,u,8,12,4,29,0,257,0,0.0,1.0,Rogers,,126,0,0,0,1,0,0,0,0,0,0,0,0.000000,3926108.0
197,100.0,100.0,89655,0,0,-3,3,0,3,2.7,2.3,0,Vebjørn,2.3,198,False,,2024-09-27T07:04:46.274863Z,42,89655.jpg,2.0,Hoff,1.3,False,,a,8,12,38,512,0,855,0,0.5,9.0,Hoff,,1190,0,2,2,29,0,0,1,0,0,0,0,0.000000,3535983.0
198,,,425747,0,0,-4,4,0,3,0.3,2.0,5,Leandro,2.0,199,False,,,46,425747.jpg,3.0,Neto,0.0,False,,a,8,12,6,3,0,11,0,0.4,1.3,Neto,,135,0,1,0,6,0,0,0,0,0,0,0,0.000000,4037618.0
199,0.0,0.0,270435,0,0,0,0,0,3,0.0,0.0,0,Oliver,0.0,200,False,Utlånt til Strømmen ut sesongen,2024-04-04T07:27:04.684471Z,50,270435.jpg,0.0,Henriksrud,0.0,False,,u,8,12,0,0,0,6,0,0.0,0.0,Henriksrud,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3176872.0
200,50.0,50.0,506897,0,0,-3,3,0,2,0.0,0.0,0,Frederik,0.0,201,False,Kne -  50 % sjanse for å spille,2024-10-26T08:09:57.323113Z,42,506897.jpg,1.8,Elkær,0.2,False,,d,8,12,24,626,0,559,0,0.0,5.7,Elkær,,679,1,3,0,19,0,0,2,0,0,0,0,0.000000,4040890.0
201,0.0,0.0,369249,0,0,-2,2,0,4,0.0,0.0,0,El Schaddai,0.0,202,False,På utlån til Raufoss,2024-07-30T08:05:42.705552Z,53,369249.jpg,1.0,Furaha,0.2,False,,u,8,12,4,33,0,72,0,0.0,0.8,Furaha,,19,0,0,0,1,0,0,0,0,0,0,0,0.000000,3323336.0
202,0.0,0.0,21904,0,0,-1,1,0,2,0.0,0.0,0,Erling,0.3,203,False,Ankel - Ute resten av sesongen,2024-11-09T22:26:38.802976Z,49,21904.jpg,1.9,Knudtzon,0.3,False,,i,8,12,21,19,0,90,0,0.1,4.3,Knudtzon,,420,1,0,1,7,0,0,2,0,0,0,0,0.000000,3773828.0
203,0.0,0.0,159213,0,0,-4,4,0,2,0.0,0.0,0,Sander,0.0,204,False,Smell -  Ute resten av sesongen,2024-11-29T23:23:57.283031Z,41,159213.jpg,1.4,Moen Foss,0.5,False,,i,8,12,19,58,0,280,0,0.0,4.6,Moen Foss,,784,1,0,0,20,0,0,1,0,0,0,0,0.000000,3386151.0
204,100.0,100.0,117875,0,0,-5,5,2,3,1.0,0.7,0,Eric,0.7,205,False,,2024-06-24T14:16:53.029581Z,75,117875.jpg,2.6,Kitolano,3.3,False,,a,8,12,63,1741,0,2662,0,0.1,8.4,Kitolano,,1370,3,1,3,26,0,0,3,0,0,6,0,0.000000,3030900.0
205,,,78399,0,0,-2,2,0,1,0.0,0.0,0,Stefan,0.0,206,False,,,43,78399.jpg,1.4,Hagerup,0.4,False,,a,8,12,10,190,0,87,0,0.0,2.3,Hagerup,,630,0,0,0,18,0,0,1,0,18,0,0,0.000000,3822396.0
206,,,588504,0,0,-1,1,0,3,0.0,0.0,0,August,0.0,207,False,,,49,588504.jpg,1.1,Karlin,0.0,False,,a,8,12,9,3,0,8,0,0.0,1.8,Karlin,,167,0,0,0,7,0,0,0,0,0,0,0,0.000000,
207,0.0,0.0,329855,0,0,-3,3,0,3,0.0,0.0,0,Uranik,0.0,208,False,På utlån til Hødd,2024-08-08T20:55:39.996637Z,52,329855.jpg,1.0,Seferi,0.0,False,,u,8,12,1,2,0,14,0,0.0,0.2,Seferi,,13,0,0,0,1,0,0,0,0,0,0,0,0.000000,3084324.0
208,100.0,100.0,115949,0,0,13,-13,6,3,4.7,4.7,2,Kristian,4.7,209,True,,2024-09-01T20:02:23.775240Z,78,115949.jpg,6.0,Eriksen,51.8,False,,a,9,6,168,31016,0,15072,0,0.6,21.5,Eriksen,,2412,14,5,11,29,0,0,7,0,0,24,0,0.000000,3605157.0
209,100.0,100.0,244386,0,0,-1,1,0,1,0.0,0.0,0,Oliver,0.0,210,False,,2024-08-20T12:50:15.321799Z,49,244386.jpg,0.0,Petersen,1.6,False,,a,8,12,0,7,0,626,0,0.0,0.0,Petersen,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3816626.0
210,100.0,100.0,81438,0,0,0,0,2,2,1.7,2.0,2,Kristoffer,2.0,211,False,,2024-07-28T21:12:36.764075Z,70,81438.jpg,3.9,Haugen,7.4,False,,a,9,6,70,6347,0,8450,0,0.3,10.0,Haugen,,1121,2,5,3,19,0,0,2,0,0,7,0,0.000000,3154181.0
211,100.0,100.0,243532,0,0,0,0,0,2,0.3,0.7,2,Isak,0.7,212,False,,2024-11-10T22:57:47.802914Z,55,243532.jpg,2.9,Helstad Amundsen,2.2,False,,a,9,6,75,640,0,718,0,0.1,13.6,Amundsen,,2206,0,2,9,31,0,0,6,0,0,0,1,0.000000,3079373.0
212,100.0,100.0,30017,0,0,0,0,0,2,0.7,1.3,2,Martin,1.3,213,False,,2024-10-26T07:51:02.704061Z,50,30017.jpg,2.7,Bjørnbak,0.3,False,,a,9,6,16,25,0,80,0,0.3,3.2,Bjørnbak,,380,1,0,0,5,0,0,0,0,0,0,0,0.000000,3686162.0
213,0.0,0.0,107773,0,0,0,0,0,1,0.0,0.0,0,Jacob,0.0,214,False,,2024-07-13T14:16:33.108345Z,55,107773.jpg,3.5,Karlstrøm,4.0,False,,u,9,6,28,1165,0,1845,0,0.0,5.1,Karlstrøm,,720,0,0,3,9,0,0,0,0,17,0,0,0.000000,2674206.0
214,50.0,50.0,58883,0,0,9,-9,4,3,0.0,0.0,0,Magnus,0.0,215,True,Ankel - 25 % sjanse for å spille,2024-10-27T19:20:18.352952Z,109,58883.jpg,6.3,Wolff Eikrem,13.0,False,,d,9,6,144,24891,0,20781,0,0.0,13.2,Wolff Eikrem,,1596,12,6,8,15,0,0,0,0,0,19,0,0.000000,3429961.0
215,0.0,0.0,76568,0,0,-1,1,0,4,0.0,0.0,0,Veton,0.0,216,False,Smell - Ute resten av sesongen,2024-10-21T10:37:23.736261Z,94,76568.jpg,1.0,Berisha,0.6,False,,i,9,6,1,52,0,324,0,0.0,0.1,Berisha,,11,0,0,0,0,0,0,0,0,0,0,0,0.000000,3997984.0
216,100.0,100.0,188481,0,0,-3,3,1,3,5.7,1.0,2,Emil,1.0,217,False,,2024-11-10T22:57:47.884827Z,72,188481.jpg,2.9,Breivik,5.7,False,,a,9,6,82,934,0,4213,0,0.1,11.4,Breivik,,1955,1,7,8,29,0,0,4,0,0,4,0,0.000000,3551510.0
217,100.0,100.0,297610,0,0,5,-5,3,2,1.0,1.0,1,Mathias,1.0,218,False,,2024-09-19T11:21:45.759446Z,65,297610.jpg,4.0,Fjørtoft Løvik,11.1,False,,a,9,6,97,12717,0,9439,0,0.2,14.9,Fjørtoft Løvik,,1571,4,1,8,16,0,0,4,0,0,6,0,0.000000,3575592.0
218,,,372420,0,0,-4,4,0,3,0.3,0.3,0,Niklas,0.3,219,False,,,56,372420.jpg,2.0,Ødegård,0.4,False,,a,9,6,49,143,0,314,0,0.1,8.8,Ødegård,,1024,2,1,2,16,0,0,2,0,0,2,0,0.000000,3135769.0
219,100.0,100.0,29279,0,0,0,0,3,2,0.3,0.7,1,Martin,0.7,220,False,,2024-10-03T17:47:47.412847Z,65,29279.jpg,4.2,Linnes,15.5,False,,a,9,6,83,5205,0,18226,0,0.1,12.8,Linnes,,1198,1,6,7,13,0,0,1,0,0,3,0,0.000000,2254825.0
220,100.0,100.0,125595,0,0,0,0,0,3,0.7,1.0,1,Markus,1.0,221,False,,2024-10-24T16:44:36.905195Z,70,125595.jpg,2.7,Kaasa,1.7,False,,a,9,6,52,727,0,1951,0,0.1,7.4,Kaasa,,1238,2,2,5,20,0,0,1,0,0,1,0,0.000000,3321250.0
221,100.0,100.0,259353,0,0,-2,2,3,2,1.3,1.0,0,Eirik,1.0,222,False,,2024-06-05T08:28:03.258968Z,48,259353.jpg,3.2,Haugan,3.4,False,,a,9,6,73,1209,0,1150,0,0.2,15.2,Haugan,,1383,4,0,4,21,0,0,2,0,0,6,0,0.000000,2666129.0
222,50.0,50.0,328995,0,0,0,0,0,3,0.0,0.0,0,Johan,0.0,223,False,Smell - 25 % sjanse for å spille,2024-05-17T11:37:07.216871Z,50,328995.jpg,2.1,Johannesen Bakke,0.4,False,,d,9,6,15,498,0,485,0,0.0,3.0,Bakke,,201,0,2,1,3,0,0,0,0,0,0,0,0.000000,3464597.0
223,100.0,100.0,187365,0,0,-1,1,1,2,0.0,0.7,2,Anders,0.7,224,False,,2024-10-17T21:49:42.156932Z,54,187365.jpg,3.2,Hagelskjær,8.0,False,,a,9,6,60,7540,0,6105,0,0.1,11.1,Hagelskjær,,1285,1,0,6,15,0,0,2,0,0,3,0,0.000000,3978312.0
224,0.0,0.0,243555,0,0,-1,1,1,2,0.0,0.0,0,Casper,0.0,225,False,Kne - Ute resten av sesongen,2024-11-03T21:46:01.246151Z,54,243555.jpg,3.8,Øyvann,8.7,False,,i,9,6,84,4791,0,4449,0,0.0,15.6,Øyvann,,1812,0,4,9,22,0,0,0,0,0,3,1,0.000000,2743190.0
225,100.0,100.0,83737,0,0,-5,5,2,3,0.7,0.3,0,Eirik,0.3,226,False,,2024-10-21T10:37:23.691940Z,60,83737.jpg,3.0,Hestad,5.1,False,,a,9,6,61,7837,0,7575,0,0.0,10.2,Hestad,,1161,3,2,4,15,0,0,1,0,0,5,0,0.000000,3524595.0
226,50.0,50.0,27437,0,0,-2,2,1,4,0.0,0.0,0,Fredrik,0.0,227,False,Smell - 50 % sjanse for å spille,2024-10-21T10:37:23.713632Z,108,27437.jpg,3.5,Gulbrandsen,11.6,False,,d,9,6,28,7988,0,29053,0,0.0,2.6,Gulbrandsen,,573,2,2,1,10,0,0,3,0,0,3,0,0.000000,4041884.0
227,100.0,100.0,477926,0,0,-1,1,0,4,0.0,0.0,0,Gustav,0.0,228,False,,2024-04-19T11:50:04.545204Z,64,477926.jpg,1.0,Nyheim,0.2,False,,a,9,6,5,27,0,82,0,0.0,0.8,Nyheim,,34,0,0,0,1,0,0,0,0,0,0,0,0.000000,3688892.0
228,100.0,100.0,150615,0,0,-2,2,3,2,1.3,1.3,1,Halldor,1.3,229,False,,2024-07-05T15:03:29.415263Z,53,150615.jpg,3.4,Stenevik,6.2,False,,a,9,6,88,3853,0,3302,0,0.2,16.6,Stenevik,,1663,3,6,3,26,0,0,1,0,0,6,0,0.000000,3311935.0
229,0.0,0.0,540181,0,0,-1,1,0,2,0.0,0.0,0,Valdemar,0.3,230,False,Suspendert,2024-11-23T20:22:41.983194Z,54,540181.jpg,2.2,Lund,0.3,False,,s,9,6,36,26,0,90,0,0.1,6.7,Lund,,890,0,1,4,12,0,0,4,0,0,0,0,0.000000,4055240.0
230,100.0,100.0,541803,0,0,-2,2,1,1,1.7,1.3,0,Albert,1.3,231,False,,2024-10-30T16:22:18.012581Z,48,541803.jpg,3.8,Posiadała,2.1,False,,a,9,6,75,1156,0,831,0,0.3,15.6,Posiadała,,1800,0,0,7,24,0,0,2,0,51,7,0,0.000000,4055197.0
231,100.0,100.0,542507,0,0,-2,2,0,3,0.7,1.0,1,Sondre,1.0,232,False,,2024-07-13T13:44:04.499321Z,53,542507.jpg,1.3,Granaas,0.1,False,,a,9,6,12,5,0,17,0,0.2,2.3,Granaas,,149,0,1,0,1,0,0,0,0,0,0,0,0.000000,3757807.0
232,50.0,50.0,72758,0,0,-1,1,1,3,1.5,1.5,2,Mats,3.0,233,False,Smell - 75 % sjanse for å spille,2024-11-29T23:30:27.391785Z,54,72758.jpg,2.5,Møller Dæhli,4.9,False,,d,9,6,58,1889,0,4697,0,0.6,10.7,Møller Dæhli,,1777,0,3,8,18,0,0,2,0,0,1,0,0.000000,3678800.0
233,0.0,0.0,309478,0,0,-1,1,0,3,0.0,0.0,0,Alwande,0.0,234,False,På utlån til Sandnes Ulf,2024-08-29T22:10:54.531194Z,49,309478.jpg,1.1,Roaldsøy,0.0,False,,u,9,6,9,18,0,25,0,0.0,1.8,Roaldsøy,,259,0,0,0,3,0,0,0,0,0,0,0,0.000000,3012246.0
234,0.0,0.0,120502,0,0,-2,2,2,3,0.0,0.0,0,Tobias,0.7,235,False,Kne - Ute resten av sesongen,2024-11-20T06:08:36.382109Z,53,120502.jpg,2.7,Svendsen,0.5,False,,i,10,14,73,289,0,293,0,0.1,13.8,Svendsen,,1886,3,0,5,36,0,0,2,0,0,5,0,0.000000,3654397.0
235,0.0,0.0,170,0,0,-1,1,0,2,0.0,0.0,0,Espen,0.0,236,False,Smell - Ute resten av sesongen,2024-11-29T23:04:56.255178Z,54,170.jpg,2.4,Ruud,9.2,False,,i,10,14,51,371,0,4611,0,0.0,9.4,Ruud,,1445,0,4,4,24,0,1,6,0,0,2,0,0.000000,2637071.0
236,100.0,100.0,16325,0,0,-1,1,0,2,0.3,2.7,7,Steffen,2.7,237,False,,2024-11-01T08:41:36.258377Z,44,16325.jpg,2.5,Hagen,1.1,False,,a,10,14,42,22,0,753,0,0.6,9.5,S. Hagen,,1413,1,0,3,28,0,0,0,0,0,2,0,0.000000,2109078.0
237,100.0,100.0,74549,0,0,-1,1,0,2,0.0,-0.3,0,Sondre,-0.3,238,False,,2024-11-10T23:01:27.491181Z,44,74549.jpg,1.6,Solholm Johansen,0.0,False,,a,10,14,16,3,0,11,0,-0.1,3.6,Solholm Johansen,,550,0,1,1,11,0,0,2,1,0,1,0,0.000000,2391945.0
238,50.0,50.0,183597,0,0,-2,2,0,3,0.7,0.8,1,Solomon,1.7,239,False,,2024-08-19T10:35:35.458555Z,43,183597.jpg,2.3,Owusu,10.8,False,,d,10,14,43,988,0,9637,0,0.4,10.0,Owusu,,1394,0,0,4,21,0,0,3,0,0,8,0,0.000000,3178450.0
239,100.0,100.0,288117,0,0,-4,4,1,3,2.0,2.0,2,Filip Rønningen,2.0,240,False,,2024-09-22T19:57:35.091423Z,56,288117.jpg,2.6,Jørgensen,3.4,False,,a,10,14,74,72,0,2373,0,0.4,13.2,Jørgensen,,2464,1,3,4,49,0,0,4,0,0,3,0,0.000000,3828380.0
240,50.0,50.0,587636,0,0,0,0,0,2,0.0,1.0,6,Leon,2.0,241,False,Smell - 50 % sjanse for å spille,2024-10-21T12:19:51.911921Z,45,587636.jpg,1.4,Hien,0.0,False,,d,10,14,10,2,0,3,0,0.4,2.2,Hien,,296,0,0,1,6,0,0,2,0,0,0,0,0.000000,3988033.0
241,,,310526,0,0,-1,1,0,3,1.0,1.3,2,Syver,1.3,242,False,,,54,310526.jpg,1.5,Aas,0.1,False,,a,10,14,31,6,0,10,0,0.2,5.7,Aas,,597,1,0,1,13,0,0,2,0,0,1,0,0.000000,2791142.0
242,0.0,0.0,458155,0,0,-3,3,1,3,0.0,0.0,0,Faniel Temesgen,0.0,243,False,Solgt til Lommel SK,2024-07-25T16:03:08.424422Z,62,458155.jpg,3.4,Tewelde,3.6,False,,u,10,14,47,2138,0,5466,0,0.0,7.6,Tewelde,,933,3,0,2,16,0,0,0,0,0,5,0,0.000000,3667696.0
243,0.0,0.0,296761,0,0,-2,2,0,3,0.0,0.0,0,Jesper,0.0,244,False,På lån til Mjøndalen,2024-06-28T16:41:58.222925Z,43,296761.jpg,0.9,Svenungsen Skau,0.1,False,,u,10,14,6,8,0,36,0,0.0,1.4,Skau,,85,0,0,0,4,0,0,1,0,0,0,0,0.000000,3553387.0
244,100.0,100.0,237878,0,0,-3,3,0,2,1.3,1.0,0,Josef,1.0,245,False,,2024-10-21T12:19:51.933695Z,42,237878.jpg,1.9,Baccay,12.4,False,,a,10,14,52,288,0,6962,0,0.2,12.4,Baccay,,2054,0,0,5,39,0,0,4,0,0,0,0,0.000000,2972974.0
245,100.0,100.0,87308,0,0,-3,3,1,3,1.7,1.3,1,Mikael,1.3,246,False,,2024-09-27T18:01:06.485042Z,67,87308.jpg,3.1,Ingebrigtsen,2.1,False,,a,10,14,85,1116,0,1747,0,0.2,12.7,Ingebrigtsen,,1899,5,2,4,38,0,0,3,0,0,4,0,0.000000,2822607.0
246,0.0,0.0,255646,0,0,-2,2,0,3,0.0,0.0,0,Thomas,0.0,247,False,På utlån til Tromsdalen,2024-09-04T08:05:07.985482Z,43,255646.jpg,1.0,Rekdal,0.2,False,,n,10,14,1,12,0,73,0,0.0,0.2,Rekdal,,12,0,0,0,1,0,0,0,0,0,0,0,0.000000,3330828.0
247,0.0,0.0,350447,0,0,0,0,0,4,0.0,0.0,0,Anders,0.0,248,False,På lån ut sesongen til Notodden,2024-03-20T16:26:20.436154Z,50,350447.jpg,0.0,Hartveit Ryste,0.1,False,,u,10,14,0,0,0,15,0,0.0,0.0,Hartveit Ryste,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3302580.0
248,,,296742,0,0,-1,1,0,1,0.0,0.0,0,Peder,0.0,249,False,,,39,296742.jpg,1.0,Klausen,4.5,False,,a,10,14,3,2818,0,1469,0,0.0,0.8,Klausen,,225,0,0,0,6,0,0,0,0,5,0,0,0.000000,3723944.0
249,100.0,100.0,162629,0,0,-2,2,0,4,0.7,1.0,2,Ole Erik,1.0,250,False,,2024-10-21T12:19:52.043227Z,53,162629.jpg,1.6,Midtskogen,1.5,False,,a,10,14,43,473,0,1074,0,0.2,8.1,Midtskogen,,961,1,2,2,20,0,0,2,0,0,0,0,0.000000,3463414.0
250,100.0,100.0,298369,0,0,-1,1,0,2,0.3,0.3,0,Casper,0.3,251,False,,2024-07-13T13:43:19.265718Z,44,298369.jpg,0.9,Glenna Andersen,0.1,False,,a,10,14,6,3,0,15,0,0.1,1.4,Andersen,,279,0,0,0,7,0,0,0,0,0,0,0,0.000000,2805577.0
251,100.0,100.0,318058,0,0,-4,4,1,3,1.0,1.0,1,Bork,1.0,252,False,,2024-10-01T13:12:10.591766Z,51,318058.jpg,2.3,Bang-Kittilsen,0.7,False,,a,10,14,52,1490,0,1339,0,0.2,10.2,Bang-Kittilsen,,1012,3,0,3,17,0,0,1,0,0,3,0,0.000000,3745572.0
