,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,own_goals,opta_index,fiks_id
157,True,True,,,309478,1,-1,-1,1,1,3,4.8,4.8,6,Alwande,4.8,158,False,,,44,309478.jpg,3.4,False,Roaldsøy,2.2,False,,a,5,50,51,1152,44,342,13,1.1,11.6,Roaldsøy,,,,False,p309478,952,3,2,3,18,0,0,2,0,0,4,0,0.000000,3012246.0
158,True,True,100.0,100.0,146436,0,0,-2,2,1,3,4.4,4.4,11,Gard,4.4,159,False,,2025-05-15T08:59:06.497671Z,53,146436.jpg,2.5,False,Simenstad,7.0,False,,a,5,50,35,30,5,4254,7,0.8,6.6,Simenstad,,,,False,p146436,987,1,1,2,20,0,0,2,0,0,3,0,0.000000,3816650.0
159,True,True,100.0,100.0,162141,0,0,-1,1,1,3,2.0,2.0,3,Tore André,2.0,160,False,,2025-05-08T14:01:41.827399Z,44,162141.jpg,2.7,False,Hagbø Sørås,0.7,False,,a,5,50,40,157,0,217,6,0.5,9.1,Sørås,,,,False,p162141,1288,1,1,3,22,0,0,2,0,0,2,0,0.000000,3322005.0
160,True,True,,,437056,0,0,-1,1,0,2,2.2,2.2,6,Gustav,2.2,161,False,,,44,437056.jpg,2.5,False,Granath,0.2,False,,a,5,50,35,64,0,66,2,0.5,8.0,Granath,,,,False,p437056,985,0,1,3,18,0,0,0,0,0,1,0,0.000000,
161,True,True,100.0,100.0,349101,0,0,-1,1,1,2,0.0,2.0,8,Anders,2.0,162,False,,2025-06-28T22:05:08.156188Z,44,349101.jpg,3.3,False,Bærtelsen,8.9,False,,a,15,7,56,1488,28,4713,70,0.5,12.7,Bærtelsen,,,,False,p349101,1347,2,1,3,22,0,0,1,0,0,5,0,0.000000,3937156.0
162,True,True,0.0,50.0,314862,0,0,0,0,0,2,0.0,0.3,0,Anders,0.6,163,False,Skulder - Ute på ubestemt tid,2025-07-20T18:45:04.953334Z,40,314862.jpg,1.0,False,Bondhus,0.5,False,,i,6,16,9,111,0,177,7,0.2,2.2,Bondhus,,,,False,p314862,508,0,1,0,20,0,0,0,0,0,0,0,0.000000,3290689.0
163,True,True,100.0,100.0,689740,0,0,0,0,0,2,1.8,1.8,1,Madiodio,1.8,164,False,,2025-05-25T20:34:45.461482Z,40,689740.jpg,1.7,False,Dia,8.5,False,,a,6,16,25,3271,48,2532,57,0.4,6.2,Dia,,,,False,p689740,1350,1,0,2,38,0,0,5,0,0,1,0,0.000000,4040592.0
164,True,True,,,645387,0,0,-2,2,0,2,2.0,2.0,1,Mikkel,2.0,165,False,,,43,645387.jpg,1.1,False,Fischer,0.1,False,,a,6,16,18,36,0,45,0,0.5,4.2,Fischer,,,,False,p645387,1418,0,0,2,41,0,0,2,0,0,0,2,0.000000,4082376.0
165,True,True,100.0,100.0,319345,0,0,0,0,0,2,1.6,1.6,0,Mikkel,1.6,166,False,,2025-03-10T21:43:09.539206Z,45,319345.jpg,1.1,False,Hope,0.0,False,,a,6,16,9,3,0,4,0,0.4,2.0,Hope,,,,False,p319345,347,0,0,1,13,0,0,0,0,0,0,0,0.000000,3671644.0
166,True,True,100.0,100.0,158308,0,0,-1,1,0,2,1.6,1.6,0,Oscar,1.6,167,False,,2025-05-25T20:04:07.600752Z,44,158308.jpg,1.1,False,Krusnell,0.8,False,,a,6,16,16,24,0,282,0,0.4,3.6,Krusnell,,,,False,p158308,1039,0,0,2,31,0,0,1,1,0,0,0,0.000000,3998309.0
167,True,True,100.0,100.0,244330,0,0,-1,1,0,2,0.2,0.2,1,Ilir,0.2,168,False,,2025-03-28T12:11:54.012645Z,44,244330.jpg,0.5,False,Kukleci,0.0,False,,a,6,16,1,6,0,16,0,0.0,0.2,Kukleci,,,,False,p244330,97,0,0,0,5,0,0,0,0,0,0,0,0.000000,3070218.0
168,True,True,100.0,100.0,487098,0,0,0,0,0,2,1.0,1.0,1,Claus,1.0,169,False,,2025-07-13T16:10:46.046655Z,45,487098.jpg,1.4,False,Niyukuri,0.2,False,,a,6,16,14,32,0,67,1,0.2,3.1,Niyukuri,,,,False,p487098,516,0,0,1,12,0,0,1,0,0,0,0,0.000000,4000203.0
169,True,True,0.0,0.0,355275,0,0,-1,1,0,2,0.0,0.0,0,Vegard,0.4,170,False,Ankel - Ute på ubestemt tid,2025-07-06T13:05:22.514106Z,44,355275.jpg,1.4,False,Solheim,0.0,False,,i,6,16,13,16,0,16,1,0.1,3.0,Solheim,,,,False,p355275,506,0,0,1,10,0,0,0,0,0,0,0,0.000000,2798346.0
170,True,False,0.0,0.0,115258,0,0,0,0,0,2,0.0,0.0,0,Nikolas,0.0,171,False,Overgang til Odd Ballklubb,2025-03-14T11:43:04.675103Z,40,115258.jpg,0.0,False,Walstad,0.0,False,,u,6,16,0,0,0,3,0,0.0,0.0,Walstad,,,,False,p115258,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,2404165.0
171,True,True,100.0,100.0,518690,0,0,0,0,0,4,1.2,1.2,1,Sory Ibrahim,1.2,172,False,,2025-03-10T21:43:09.555078Z,60,518690.jpg,1.9,False,Diarra,0.5,False,,a,6,16,19,49,0,136,4,0.2,3.2,Diarra,,,,False,p518690,595,1,0,0,23,0,0,0,0,0,0,0,0.000000,3996493.0
172,True,True,0.0,0.0,140064,0,0,-2,2,0,3,0.0,0.0,0,Martin,0.0,173,False,Hofte - Ute på ubestemt tid,2025-06-18T19:14:57.400052Z,48,140064.jpg,1.2,False,Samuelsen,0.0,False,,i,6,16,7,3,0,6,0,0.0,1.5,Samuelsen,,,,False,p140064,135,0,0,0,6,0,0,0,0,0,0,0,0.000000,2915376.0
173,True,True,,,681364,0,0,-4,4,0,4,1.2,1.2,0,Ismael,1.2,174,False,,,51,681364.jpg,1.2,False,Seone,0.3,False,,a,6,16,15,59,0,175,1,0.2,2.9,Seone,,,,False,p681364,494,0,0,2,13,0,0,0,0,0,0,0,0.000000,4061291.0
174,True,True,,,541194,0,0,0,0,0,1,1.0,1.0,1,Einar,1.0,175,False,,,40,541194.jpg,2.0,False,Fauskanger,1.2,False,,a,6,16,6,116,10,168,3,0.2,1.5,Fauskanger,,,,False,p541194,270,0,0,0,10,0,0,0,0,13,0,0,0.000000,3852758.0
175,True,True,100.0,100.0,314965,0,0,0,0,0,1,0.0,0.0,0,Jasper,0.0,176,False,,2025-03-29T01:25:05.784343Z,45,314965.jpg,1.0,False,Silva Torkildsen,0.1,False,,a,6,16,1,8,0,17,0,0.0,0.2,Torkildsen,,,,False,p314965,90,0,0,0,4,0,0,0,0,5,0,0,0.000000,3710034.0
176,True,True,,,125406,0,0,0,0,1,1,2.2,2.2,0,Amund,2.2,177,False,,,45,125406.jpg,3.1,False,Wichne,0.6,False,,a,6,16,37,231,0,161,8,0.5,8.2,Wichne,,,,False,p125406,1080,0,0,2,28,0,0,0,0,45,5,0,0.000000,2715197.0
177,True,True,,,335656,0,0,-1,1,0,3,0.2,0.2,0,Martin,0.2,178,False,,,44,335656.jpg,1.0,False,Alvsaker,0.0,False,,a,6,16,3,2,0,7,0,0.0,0.7,Alvsaker,,,,False,p335656,42,0,0,0,1,0,0,0,0,0,0,0,0.000000,3154870.0
178,True,True,100.0,100.0,162531,0,0,-1,1,0,3,1.8,1.8,1,Parfait,1.8,179,False,,2025-07-06T13:02:11.297357Z,44,162531.jpg,1.8,False,Bizoza,0.1,False,,a,6,16,28,63,0,79,1,0.4,6.4,Bizoza,,,,False,p162531,997,0,1,1,27,0,0,0,0,0,0,0,0.000000,2797675.0
179,True,True,0.0,0.0,702830,0,0,-3,3,0,3,0.0,0.0,0,Ismael Petcho,0.0,180,False,Kne - Ute på ubestemt tid,2025-07-02T09:56:13.374544Z,47,702830.jpg,0.9,False,Camara,0.2,False,,i,6,16,6,6,0,150,1,0.0,1.3,Petcho,,,,False,p702830,220,0,0,0,8,0,0,1,0,0,0,0,0.000000,4096691.0
180,True,True,0.0,100.0,262858,0,0,-2,2,0,3,0.0,1.0,0,Julius,1.0,181,False,Legg - Forventet tilbake 24. august,2025-07-27T10:41:23.143389Z,53,262858.jpg,2.5,False,Eskesen,0.5,False,,i,6,16,32,38,0,168,5,0.2,6.0,Eskesen,,,,False,p262858,1070,1,1,2,29,0,0,3,0,0,0,0,0.000000,3977707.0
181,True,True,100.0,100.0,314481,0,0,-2,2,0,3,0.6,0.6,2,Almar,0.6,182,False,,2025-05-16T14:54:23.767332Z,43,314481.jpg,1.5,False,Grindhaug,0.1,False,,a,6,16,3,2,0,15,0,0.1,0.7,Grindhaug,,,,False,p314481,106,0,0,0,4,0,0,0,0,0,0,0,0.000000,3331572.0
182,True,True,,,314943,0,0,-2,2,0,3,2.6,2.6,2,Sander,2.6,183,False,,,53,314943.jpg,1.8,False,Håvik Innvær,0.1,False,,a,6,16,27,11,0,20,0,0.5,5.1,Innvær,,,,False,p314943,764,1,0,0,24,0,0,0,0,0,0,0,0.000000,3584397.0
183,True,False,0.0,,86651,0,0,-3,3,0,3,0.0,2.0,1,Morten,2.0,184,False,Kontrakt terminert,2025-07-27T10:41:23.155828Z,47,86651.jpg,2.0,False,Ågnes Konradsen,0.2,False,,u,6,16,32,23,0,73,3,0.4,6.8,Konradsen,,,,False,p86651,1296,0,0,2,35,0,0,1,0,0,0,0,0.000000,2150434.0
184,True,True,100.0,0.0,99044,0,0,-2,2,0,3,1.4,0.0,0,Bruno,1.4,185,False,,2025-07-20T18:45:04.962737Z,43,99044.jpg,1.5,False,Leite,2.0,False,,a,6,16,18,33,0,1499,21,0.3,4.2,Leite,,,,False,p99044,820,0,0,2,22,0,0,3,1,0,0,0,0.000000,3508005.0
185,True,True,100.0,100.0,314941,0,0,-2,2,0,3,2.0,2.0,2,Troy,2.0,186,False,,2025-04-25T10:15:17.187840Z,53,314941.jpg,1.5,False,Engseth Nyhammer,0.1,False,,a,6,16,16,9,0,57,0,0.4,3.0,Troy,,,,False,p314941,660,0,0,1,18,0,0,2,0,0,0,0,0.000000,3646624.0
186,True,True,100.0,100.0,162725,0,0,-1,1,1,2,5.6,5.6,6,Ayoub,5.6,187,False,,2025-04-04T09:13:33.352483Z,44,162725.jpg,3.2,False,Aleesami,1.2,False,,a,7,1438,48,241,24,271,2,1.3,10.9,A. Aleesami,,,,False,p162725,1029,1,0,5,13,0,0,3,0,0,2,0,0.000000,2232951.0
187,True,False,0.0,0.0,189673,0,0,0,0,0,2,0.0,0.0,0,Mohammed Hopsdal,0.0,188,False,På utlån til Strømmen,2025-03-27T09:27:01.424618Z,40,189673.jpg,0.0,False,Abbas,0.4,False,,u,7,1438,0,0,0,117,1,0.0,0.0,Abbas,,,,False,p189673,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3106187.0
188,True,True,100.0,100.0,189052,0,0,0,0,0,2,3.2,3.2,6,Fredrik,3.2,189,False,,2025-07-17T21:58:53.163755Z,45,189052.jpg,3.0,False,Berglie,0.1,False,,a,7,1438,36,6,1,13,1,0.7,8.0,Berglie,,,,False,p189052,892,0,0,4,9,0,0,0,0,0,0,0,0.000000,3060397.0
189,True,True,100.0,100.0,68433,0,0,-2,2,0,2,2.4,4.8,1,Haitam,2.4,190,False,,2025-06-01T21:40:58.757669Z,43,68433.jpg,2.3,False,Aleesami,1.4,False,,a,1,8,34,329,15,475,7,0.6,7.9,H. Aleesami,,,,False,p68433,710,1,0,3,12,0,0,0,0,0,0,0,0.000000,4040810.0
190,True,False,0.0,0.0,137920,0,0,0,0,0,2,0.0,0.0,0,Adnan,0.0,191,False,På utlån til Skeid,2025-03-10T19:03:20.203583Z,40,137920.jpg,0.0,False,Hadzic,0.1,False,,u,7,1438,0,0,0,20,0,0.0,0.0,Hadzic,,,,False,p137920,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,2670789.0
191,True,True,100.0,100.0,134993,0,0,0,0,3,2,6.2,6.2,9,David,6.2,192,False,,2025-05-04T20:11:30.375048Z,45,134993.jpg,4.3,False,Hickson,5.0,False,,a,7,1438,56,2015,369,841,9,1.4,12.4,Hickson,,,,False,p134993,951,2,1,5,13,0,0,2,0,0,3,0,0.000000,3516254.0
192,True,True,,,262919,0,0,-1,1,3,2,6.4,6.4,15,Jonas,6.4,193,False,,,44,262919.jpg,4.6,False,Hjorth,0.9,False,,a,7,1438,55,481,153,94,7,1.5,12.5,Hjorth,,,,False,p262919,833,2,2,3,10,0,0,0,0,0,6,0,0.000000,3532581.0
193,True,True,100.0,100.0,136688,0,0,-1,1,0,2,4.6,4.6,6,Håkon,4.6,194,False,,2025-07-06T12:38:20.406997Z,44,136688.jpg,3.8,False,Hoseth,0.3,False,,a,7,1438,34,18,0,141,1,1.0,7.7,Hoseth,,,,False,p136688,685,0,1,4,7,0,0,1,0,0,1,0,0.000000,3759711.0
194,True,True,,,316229,0,0,-3,3,0,2,0.2,0.2,1,Momodou,0.2,195,False,,,42,316229.jpg,1.4,False,Lion Njie,2.4,False,,a,7,1438,12,67,1,742,9,0.0,2.9,Lion Njie,,,,False,p316229,544,0,0,1,12,0,0,2,0,0,0,0,0.000000,3895570.0
195,True,True,,,22229,0,0,-1,1,0,2,1.6,1.6,4,Amin,1.6,196,False,,,44,22229.jpg,1.9,False,Nouri,1.2,False,,a,7,1438,27,222,0,314,8,0.4,6.1,Nouri,,,,False,p22229,588,0,2,1,10,0,0,0,0,0,0,0,0.000000,2523893.0
196,True,False,0.0,0.0,548872,0,0,-1,1,0,2,0.0,0.0,0,Joachim,0.2,197,False,På utlån til Asker,2025-07-25T00:00:21.059195Z,39,548872.jpg,1.0,False,Prent-Eckbo,0.7,False,,u,7,1438,1,212,0,216,14,0.1,0.3,Prent-Eckbo,,,,False,p548872,45,0,0,0,0,0,0,0,0,0,0,0,0.000000,3561641.0
197,True,True,,,338581,0,0,-1,1,0,2,4.2,4.2,6,Mathias,4.2,198,False,,,44,338581.jpg,3.0,False,Tønnessen,0.6,False,,a,7,1438,45,81,8,135,2,1.0,10.2,Tønnessen,,,,False,p338581,1294,0,1,5,17,0,0,2,0,0,0,1,0.000000,3457250.0
198,True,True,100.0,100.0,411095,0,0,-1,1,0,4,1.4,1.4,0,Mame Mor,1.4,199,False,,2025-03-30T20:13:25.823459Z,49,411095.jpg,2.5,False,Ndiaye,3.0,False,,a,7,1438,15,117,3,1906,6,0.3,3.1,Ndiaye,,,,False,p411095,78,1,1,0,0,0,0,0,0,0,2,0,0.000000,3490956.0
199,True,True,100.0,100.0,187884,0,0,2,-2,2,4,7.6,7.6,8,Johannes Andres,7.6,200,False,,2025-07-19T20:35:34.834987Z,82,187884.jpg,6.0,False,Hummelvoll-Nuñez,22.1,False,,a,7,1438,66,4662,142,8661,53,0.9,8.0,Nuñez,,,,False,p187884,723,5,6,4,11,0,0,0,0,0,9,0,0.000000,3449425.0
200,True,True,0.0,0.0,263022,0,0,-2,2,0,4,0.0,0.0,0,Niclas,0.0,201,False,Smell - Ute på ubestemt tid,2025-06-22T21:34:55.316730Z,43,263022.jpg,1.4,False,Semmen,4.4,False,,i,7,1438,10,2191,2,3593,55,0.0,2.3,Semmen,,,,False,p263022,109,1,0,0,4,0,0,1,0,0,0,0,0.000000,3707383.0
201,True,True,100.0,100.0,297347,0,0,-1,1,0,1,0.0,0.0,0,William,0.0,202,False,,2025-03-30T20:13:25.759347Z,44,297347.jpg,0.0,False,Da Rocha,0.3,False,,a,7,1438,0,4,0,43,0,0.0,0.0,Da Rocha,,,,False,p297347,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3817580.0
202,True,True,,,125437,0,0,-1,1,0,1,5.0,5.0,6,Emil,5.0,203,False,,,44,125437.jpg,3.6,False,Ødegaard,4.2,False,,a,7,1438,54,352,66,668,7,1.1,12.3,Ødegaard,,,,False,p125437,1350,0,0,5,19,0,0,0,0,23,6,0,0.000000,3197957.0
203,True,True,,,401290,0,0,-1,1,0,1,0.0,0.0,0,Henri,0.0,204,False,,,39,401290.jpg,0.0,False,Sørlie,0.6,False,,a,7,1438,0,25,1,73,1,0.0,0.0,Sørlie,,,,False,p401290,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3329885.0
204,True,True,100.0,50.0,188558,0,0,-2,2,0,3,2.0,1.0,7,Teodor,2.0,205,False,,2025-07-25T00:00:21.067822Z,48,188558.jpg,2.3,False,Haltvik,0.2,False,,a,7,1438,30,13,1,42,2,0.4,6.2,Haltvik,,,,False,p188558,507,1,2,2,7,0,0,1,0,0,0,0,0.000000,3059542.0
205,True,True,100.0,100.0,105296,0,0,-2,2,2,3,4.2,4.2,3,Simen,4.2,206,False,,2025-07-06T13:58:36.777366Z,48,105296.jpg,3.2,False,Hestnes,4.8,False,,a,7,1438,42,483,6,2018,12,0.9,8.8,Hestnes,,,,False,p105296,1087,2,0,4,18,0,0,0,1,0,6,0,0.000000,2547073.0
206,True,True,100.0,100.0,283040,0,0,-2,2,0,3,1.6,1.6,6,Bjørn Martin,1.6,207,False,,2025-04-25T10:25:13.101376Z,53,283040.jpg,1.6,False,Kristensen,0.1,False,,a,7,1438,22,7,0,29,0,0.3,4.2,Kristensen,,,,False,p283040,657,1,1,0,11,0,0,3,0,0,0,0,0.000000,3271004.0
207,True,True,50.0,50.0,95446,0,0,0,0,0,3,0.0,0.0,0,Moussa,0.0,208,False,Smell - 50 % sjanse for å spille,2025-05-26T16:42:23.186146Z,50,95446.jpg,4.0,False,Njie,1.1,False,,d,7,1438,24,953,0,899,7,0.0,4.8,Njie,,,,False,p95446,476,2,0,1,10,0,0,0,0,0,1,0,0.000000,2213809.0
208,True,True,100.0,100.0,168198,0,0,1,-1,2,3,5.0,5.0,9,Obilor Denzel,5.0,209,False,,2025-04-19T15:38:04.958934Z,61,168198.jpg,4.8,False,Okeke,3.7,False,,a,7,1438,48,2068,88,282,18,0.8,7.9,Okeke,,,,False,p168198,766,4,2,4,7,0,1,2,0,0,4,0,0.000000,3523087.0
209,True,True,0.0,0.0,95806,0,0,-2,2,0,3,0.0,0.0,0,Robin,0.0,210,False,Smell - Ute på ubestemt tid,2025-07-11T09:05:26.288132Z,48,95806.jpg,2.2,False,Rasch,1.9,False,,i,7,1438,18,38,0,974,9,0.0,3.8,Rasch,,,,False,p95806,582,0,1,2,9,0,0,1,0,0,0,0,0.000000,3683593.0
210,True,False,0.0,0.0,310241,0,0,0,0,0,3,0.0,0.0,0,Yasir Abdiqadir,0.0,211,False,På utlån til Skeid,2025-03-26T13:54:28.005525Z,45,310241.jpg,0.0,False,Sa'Ad,0.0,False,,u,7,1438,0,0,0,5,0,0.0,0.0,Sa'Ad,,,,False,p310241,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3635900.0
211,True,True,0.0,100.0,309150,0,0,-1,1,1,3,0.0,4.6,5,Sverre,4.6,212,False,Suspendert - Tilbake 10. august,2025-07-27T10:47:47.183878Z,49,309150.jpg,2.9,False,Sandal,0.1,False,,s,7,1438,38,27,2,65,3,0.9,7.8,Sandal,,,,False,p309150,1031,1,3,4,15,0,0,4,1,0,3,0,0.000000,3049204.0
212,True,True,100.0,100.0,260476,0,0,-1,1,0,3,1.2,1.2,6,Mansour,1.2,213,False,,2025-03-30T20:13:25.815228Z,44,260476.jpg,3.5,False,Sinyan,0.1,False,,a,7,1438,7,13,1,46,0,0.3,1.6,Sinyan,,,,False,p260476,10,1,0,0,0,0,0,0,0,0,0,0,0.000000,3913847.0
213,True,False,0.0,0.0,303722,0,0,0,0,0,2,0.0,0.0,0,Isak,0.0,214,False,På utlån til Hønefoss,2025-03-14T11:46:03.328328Z,40,303722.jpg,0.0,False,Aalberg,0.1,False,,u,8,2718,0,0,0,12,0,0.0,0.0,Aalberg,,,,False,p303722,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3321699.0
214,True,True,,,758814,0,0,-2,2,0,2,0.0,2.0,0,Frederik,2.0,215,False,,,43,758814.jpg,1.4,False,Flex,0.1,False,,a,8,2718,20,15,0,19,0,0.5,4.7,Flex,,,,False,p758814,542,0,1,1,14,0,0,1,0,0,1,0,0.000000,4098643.0
215,True,True,,,546318,0,0,-2,2,0,2,0.0,1.2,0,Igor,1.2,216,False,,,43,546318.jpg,1.8,False,Jelicic,0.0,False,,a,8,2718,14,7,0,15,0,0.3,3.3,Jelicic,,,,False,p546318,441,0,0,1,9,0,0,0,0,0,0,0,0.000000,4083424.0
216,True,True,100.0,100.0,257843,0,0,-1,1,0,2,0.0,1.0,-1,Marius,1.0,217,False,,2025-07-13T21:34:54.728885Z,44,257843.jpg,1.3,False,Olsen,0.2,False,,a,8,2718,20,50,0,65,2,0.2,4.5,Olsen,,,,False,p257843,1190,0,0,2,24,0,0,2,2,0,0,0,0.000000,3333639.0
217,True,True,100.0,100.0,279649,0,0,-2,2,0,2,0.0,1.4,1,Mikkel,1.4,218,False,,2025-04-21T20:06:59.304302Z,43,279649.jpg,2.1,False,Rakneberg,6.1,False,,a,8,2718,29,331,2,5216,38,0.3,6.7,Rakneberg,,,,False,p279649,1038,0,0,3,21,0,0,0,0,0,0,0,0.000000,2809906.0
218,True,True,,,67180,0,0,0,0,0,2,0.0,3.0,0,Dan Peter,3.0,219,False,,,45,67180.jpg,2.2,False,Ulvestad,1.2,False,,a,8,2718,38,366,1,327,21,0.7,8.4,Ulvestad,,,,False,p67180,1513,0,0,3,30,0,0,0,0,0,4,1,0.000000,3427530.0
219,True,True,,,350383,0,0,-1,1,0,2,0.0,0.0,0,Johannes,0.0,220,False,,,39,350383.jpg,0.0,False,Wiig,0.1,False,,a,8,2718,0,8,0,34,0,0.0,0.0,Wiig,,,,False,p350383,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3575062.0
220,True,True,100.0,100.0,297804,0,0,0,0,0,2,0.0,0.2,0,Max,0.2,221,False,,2025-03-16T08:46:24.561341Z,45,297804.jpg,0.7,False,Williamsen,0.0,False,,a,8,2718,2,4,0,2,0,0.0,0.4,Williamsen,,,,False,p297804,51,0,0,0,2,0,0,0,0,0,0,0,0.000000,2950518.0
221,True,True,100.0,100.0,356863,0,0,0,0,1,4,0.0,2.2,1,Leander,2.2,222,False,,2025-05-09T19:41:08.604624Z,50,356863.jpg,1.8,False,Alvheim,0.4,False,,a,8,2718,16,91,0,173,2,0.4,3.2,Alvheim,,,,False,p356863,162,1,0,0,6,0,0,1,0,0,3,0,0.000000,3329654.0
222,True,True,100.0,100.0,638690,-1,1,-4,4,0,3,0.0,2.2,2,Mustapha,2.2,223,False,,2025-05-08T10:44:14.096552Z,51,638690.jpg,2.6,False,Isah Ubandoma,1.1,False,,a,8,2718,41,124,0,1951,4,0.4,8.0,Isah,,,,False,p638690,926,1,3,3,22,0,0,2,0,0,0,0,0.000000,4082465.0
223,True,True,,,317941,0,0,-2,2,0,4,0.0,0.0,0,Marius,0.0,224,False,,,43,317941.jpg,0.0,False,Weidel,1.5,False,,a,8,2718,0,319,3,711,8,0.0,0.0,Weidel,,,,False,p317941,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3207887.0
224,True,True,0.0,0.0,173309,0,0,-2,2,0,1,0.0,0.0,0,Michael,0.0,225,False,Kne - Ute resten av sesongen,2025-04-21T20:06:59.296269Z,43,173309.jpg,3.0,False,Lansing,1.0,False,,i,8,2718,9,111,1,1722,3,0.0,2.1,Lansing,,,,False,p173309,204,0,0,0,4,0,0,0,0,11,2,0,0.000000,3897953.0
225,True,True,100.0,100.0,282576,0,0,1,-1,1,1,0.0,0.0,0,Adrian,0.0,226,False,,2025-06-02T19:37:32.091752Z,41,282576.jpg,3.9,False,Sæther,6.0,False,,a,8,2718,35,3276,22,1519,37,0.0,8.5,Sæther,,,,False,p282576,785,0,0,1,14,1,0,1,0,29,7,0,0.000000,3812252.0
226,True,True,,,297631,0,0,0,0,0,3,0.0,0.0,0,Awet,0.0,227,False,,,50,297631.jpg,0.0,False,Ermias Alemseged,0.0,False,,a,8,2718,0,1,0,3,0,0.0,0.0,Ermias,,,,False,p297631,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4036242.0
227,True,True,,,255781,0,0,1,-1,1,3,0.0,2.0,2,Ruben,2.0,228,False,,,56,255781.jpg,3.8,False,Alte,13.8,False,,a,15,7,65,4887,40,6937,314,0.4,11.6,Alte,,,,False,p255781,1407,3,4,3,22,0,0,3,0,0,5,0,0.000000,3707964.0
228,True,False,0.0,0.0,350829,0,0,0,0,0,3,0.0,0.0,0,Andreas Kornelius,0.0,229,False,På lån til Pors,2025-03-14T11:46:36.819780Z,45,350829.jpg,0.0,False,Bakeng-Rogne,0.0,False,,u,8,2718,0,0,0,1,0,0.0,0.0,Bakeng-Rogne,,,,False,p350829,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3395698.0
229,True,True,100.0,100.0,542868,0,0,-1,1,0,2,0.0,1.8,1,Haakon,1.8,230,False,,2025-03-10T22:05:28.796636Z,39,542868.jpg,2.2,False,Haugen,12.3,False,,a,8,2718,18,1244,28,3732,66,0.5,4.6,Haugen,,,,False,p542868,284,1,0,1,5,0,0,0,0,0,0,0,0.000000,3443624.0
230,True,True,0.0,100.0,687093,0,0,-1,1,1,3,0.0,2.4,1,Wilfred George,2.4,231,False,Suspendert - Tilbake 25. august,2025-07-27T10:48:15.824406Z,44,687093.jpg,2.7,False,Igor,0.7,False,,s,8,2718,46,506,0,316,24,0.5,10.5,George,,,,False,p687093,1500,1,1,4,29,0,0,4,0,0,4,0,0.000000,4039326.0
231,True,True,100.0,100.0,344594,0,0,0,0,0,3,0.0,0.2,0,Adrian,0.2,232,False,,2025-04-19T12:58:18.040439Z,45,344594.jpg,1.0,False,Kurd Rønning,0.0,False,,a,8,2718,1,1,0,17,0,0.0,0.2,Kurd Rønning,,,,False,p344594,16,0,0,0,1,0,0,0,0,0,0,0,0.000000,3328437.0
232,True,True,100.0,100.0,186009,0,0,-4,4,1,4,0.0,0.8,1,Alioune,0.8,233,False,,2025-05-25T20:30:37.673420Z,56,186009.jpg,2.4,False,Ndour,5.1,False,,a,8,2718,38,1731,1,7882,38,0.1,6.8,Ndour,,,,False,p186009,800,2,1,1,14,0,0,2,0,0,6,0,0.000000,3295954.0
233,True,True,,,179819,0,0,-2,2,0,3,0.0,0.0,0,Franklin,0.0,234,False,,,53,179819.jpg,1.0,False,Daddys Boy Nyenetue,0.4,False,,a,8,2718,2,9,0,113,0,0.0,0.4,Daddys Boy,,,,False,p179819,24,0,0,0,0,0,0,0,0,0,0,0,0.000000,2795755.0
234,True,True,100.0,100.0,314805,0,0,-4,4,0,3,0.0,0.8,1,David,0.8,235,False,,2025-07-05T18:51:09.865687Z,51,314805.jpg,2.6,False,Tufekcic,1.5,False,,a,8,2718,42,2523,0,2088,17,0.2,8.2,Tufekcic,,,,False,p314805,1176,3,0,1,27,0,0,4,0,0,1,0,0.000000,3302367.0
235,True,True,,,122207,0,0,-3,3,0,3,0.0,1.6,2,Rezan,1.6,236,False,,,52,122207.jpg,2.4,False,Corlu,0.2,False,,a,8,2718,38,159,0,143,1,0.3,7.3,Corlu,,,,False,p122207,1047,1,1,3,23,0,0,3,0,0,3,0,0.000000,4102328.0
